Accession,Length,Nuc_Completeness,Geo_Location
MT929020,29782,complete,"USA: Wisconsin, Green county"
MT929021,29782,complete,"USA: Wisconsin, Dane county"
MT929022,29782,partial,"USA: Wisconsin, Grant county"
MT929023,29772,complete,"USA: Wisconsin, Dane county"
MT929024,29782,complete,"USA: Wisconsin, Dane county"
MT929025,29782,complete,"USA: Wisconsin, Dane county"
MT929026,29782,complete,"USA: Wisconsin, Dane county"
MT929027,29782,complete,"USA: Illinois, Winnebago county"
MT929028,29782,complete,"USA: Wisconsin, Dane county"
MT929029,29782,complete,"USA: Wisconsin, Dane county"
MT929030,29782,complete,"USA: Wisconsin, Rock county"
MT929031,29782,complete,"USA: Wisconsin, Dane county"
MT929032,29782,complete,"USA: Wisconsin, Dane county"
MT929033,29782,complete,"USA: Wisconsin, Dane county"
MT929034,29782,partial,"USA: Illinois, Winnebago county"
MT929035,29782,complete,"USA: Wisconsin, Dane county"
MT929036,29782,complete,"USA: Illinois, Winnebago county"
MT929037,29782,complete,"USA: Wisconsin, Dane county"
MT929038,29782,complete,"USA: Wisconsin, Dane county"
MT929039,29782,complete,"USA: DC, District of Columbia county"
MT929040,29782,complete,"USA: Wisconsin, Sauk county"
MT929041,29782,complete,"USA: Wisconsin, Dane county"
MT929042,29782,complete,"USA: Wisconsin, Jefferson county"
MT929043,29782,complete,"USA: Wisconsin, Dane county"
MT929044,29782,complete,"USA: Wisconsin, Dane county"
MT929045,29782,complete,"USA: Wisconsin, Dane county"
MT929046,29782,partial,"USA: Wisconsin, Dane county"
MT929047,29782,complete,"USA: Wisconsin, Dane county"
MT929048,29782,partial,"USA: Wisconsin, Dane county"
MT929049,29782,complete,"USA: Wisconsin, Dane county"
MT929050,29782,complete,"USA: Wisconsin, Racine county"
MT929051,29782,complete,"USA: Wisconsin, Dane county"
MT929052,29782,complete,"USA: Wisconsin, Dane county"
MT929053,29775,complete,"USA: Wisconsin, Dane county"
MT929054,29782,complete,"USA: Wisconsin, Dane county"
MT929055,29782,complete,"USA: Wisconsin, Dane county"
MT929056,29782,complete,"USA: Pennsylvania, Allegheny county"
MT929057,29782,complete,"USA: Wisconsin, Dane county"
MT929058,29782,complete,"USA: Wisconsin, Eau Claire county"
MT929059,29782,complete,"USA: Wisconsin, Dane county"
MT929060,29782,complete,"USA: Wisconsin, Columbia county"
MT929061,29782,complete,"USA: Wisconsin, Dane county"
MT929062,29782,complete,"USA: Wisconsin, Dane county"
MT929063,29782,complete,"USA: Illinois, Jo Daviess county"
MT929064,29782,complete,"USA: Wisconsin, Green county"
MT929065,29782,complete,"USA: Wisconsin, Dane county"
MT929066,29782,complete,"USA: Wisconsin, Dane county"
MT929067,29775,complete,"USA: Wisconsin, Dane county"
MT929068,29611,partial,"USA: Wisconsin, Dane county"
MT929069,29782,complete,"USA: Wisconsin, Dane county"
MT929070,29782,complete,"USA: Wisconsin, Dane county"
MT929071,29782,complete,"USA: Wisconsin, Dane county"
MT929072,29782,complete,"USA: Wisconsin, Dane county"
MT929073,29782,complete,"USA: Wisconsin, Green county"
MT929074,29867,complete,USA: Virginia
MT929075,29873,complete,USA: Virginia
MT929076,29821,complete,USA: Virginia
MT929077,29864,complete,USA: Virginia
MT929078,29899,complete,USA: Virginia
MT929079,29879,complete,USA: Virginia
MT929080,29882,complete,USA: Virginia
MT929081,29830,complete,USA: Virginia
MT929082,29822,complete,USA: Virginia
MT929083,29901,complete,USA: Virginia
MT929084,29867,partial,USA: Virginia
MT929085,29892,complete,USA: Virginia
MT929086,29868,complete,USA: Virginia
MT929087,29899,complete,USA: Virginia
MT929088,29894,complete,USA: Virginia
MT929089,29867,complete,USA: Virginia
MT929090,29899,complete,USA: Virginia
MT929091,29867,complete,USA: Virginia
MT929092,29893,complete,USA: Virginia
MT929093,29829,complete,USA: Virginia
MT929094,29887,complete,USA: Virginia
MT929095,29901,complete,USA: Virginia
MT929096,29867,complete,USA: Virginia
MT929097,29866,complete,USA: Virginia
MT929098,29822,complete,USA: Virginia
MT929099,29899,complete,USA: Virginia
MT929100,29899,complete,USA: Virginia
MT929101,29865,complete,USA: Virginia
MT929102,29782,partial,"USA: Wisconsin, Dodge county"
MT929103,29782,partial,"USA: Wisconsin, Dane county"
MT929104,29782,complete,"USA: Wisconsin, Rock county"
MT929105,29782,complete,"USA: Wisconsin, Dane county"
MT929106,29782,complete,"USA: Wisconsin, Dane county"
MT929107,29782,complete,"USA: Minnesota, Houston county"
MT929108,29782,partial,"USA: Wisconsin, Jefferson county"
MT929109,29782,partial,"USA: Wisconsin, Dane county"
MT929110,29782,complete,"USA: Wisconsin, Dane county"
MT929111,29782,complete,"USA: Wisconsin, Dane county"
MT929112,29782,complete,"USA: Wisconsin, Dane county"
MT929113,29782,partial,"USA: Wisconsin, Dane county"
MT929114,29782,partial,"USA: Wisconsin, Dane county"
MT929115,29782,complete,"USA: Wisconsin, Dane county"
MT929116,29782,complete,"USA: Wisconsin, Dane county"
MT929117,29782,partial,"USA: Wisconsin, Dane county"
MT929118,29782,complete,"USA: Wisconsin, Green county"
MT929119,29782,complete,"USA: Wisconsin, Dane county"
MT929120,29782,partial,"USA: Wisconsin, Columbia county"
MT929121,29782,partial,"USA: Wisconsin, Dane county"
MT929122,29782,partial,"USA: Wisconsin, Dane county"
MT929123,29782,complete,"USA: Wisconsin, Dane county"
MT929124,29782,complete,"USA: Illinois, Stephenson county"
MT929125,29782,partial,"USA: Wisconsin, Dane county"
MT929126,29782,partial,"USA: Wisconsin, Dane county"
MT929127,29782,partial,"USA: Wisconsin, Dane county"
MT929128,29782,complete,"USA: Wisconsin, Green county"
MT929129,29782,partial,"USA: Wisconsin, Dane county"
MT929130,29782,complete,"USA: Wisconsin, Green county"
MT929131,29782,partial,"USA: Wisconsin, Dane county"
MT929132,29782,partial,"USA: Wisconsin, Jefferson county"
MT929133,29782,partial,"USA: Wisconsin, Dane county"
MT929134,29782,complete,"USA: Wisconsin, Dane county"
MT929135,29782,complete,"USA: Wisconsin, Green county"
MT929136,29775,partial,"USA: Wisconsin, Dane county"
MT929137,29782,partial,"USA: Wisconsin, Dodge county"
MT929138,29782,partial,"USA: Wisconsin, Dodge county"
MT929139,29782,partial,"USA: Wisconsin, Dane county"
MT929140,29782,partial,"USA: Wisconsin, Dane county"
MT929141,29782,partial,"USA: Wisconsin, Dodge county"
MT929142,29782,partial,"USA: Wisconsin, Dodge county"
MT929143,29782,partial,"USA: Wisconsin, Dane county"
MT929144,29782,partial,"USA: Wisconsin, Lafayette county"
MT929145,29782,partial,"USA: Wisconsin, Lafayette county"
MT929146,29782,partial,"USA: Wisconsin, Columbia county"
MT929147,29782,partial,"USA: Wisconsin, Dane county"
MT929148,29782,complete,"USA: Wisconsin, Dane county"
MT929149,29782,partial,"USA: Wisconsin, Dane county"
MT929150,29782,complete,"USA: Wisconsin, Dane county"
MT929151,29782,partial,"USA: Wisconsin, Jefferson county"
MT929152,29782,partial,"USA: Wisconsin, Dane county"
MT929153,29782,complete,"USA: Wisconsin, Dane county"
MT929154,29782,complete,"USA: Wisconsin, Dane county"
MT929155,29782,partial,"USA: Wisconsin, Dane county"
MT929156,29782,complete,"USA: Wisconsin, Dane county"
MT929157,29782,complete,"USA: Wisconsin, Dane county"
MT929158,29782,complete,"USA: Wisconsin, Dane county"
MT929159,29782,complete,"USA: Wisconsin, Grant county"
MT925980,29866,complete,USA: Virginia
MT925981,29868,complete,USA: Virginia
MT925982,29854,complete,USA: Virginia
MT925983,29857,complete,USA: Virginia
MT925984,29865,complete,USA: Virginia
MT925985,29891,complete,USA: Virginia
MT925986,29901,complete,USA: Virginia
MT925987,29867,complete,USA: Virginia
MT925988,29865,complete,USA: Virginia
MT925989,29892,complete,USA: Virginia
MT925990,29865,partial,USA: Virginia
MT925991,29858,complete,USA: Virginia
MT925992,29862,complete,USA: Virginia
MT925993,29865,complete,USA: Virginia
MT925994,29867,complete,USA: Virginia
MT925995,29872,complete,USA: Virginia
MT925996,29839,complete,USA: Virginia
MT925997,29858,complete,USA: Virginia
LR877883,29782,complete,
LR877886,29777,complete,
LR877887,29782,complete,
LR877888,29783,complete,
LR877889,29781,complete,
LR877890,29784,complete,
LR877891,29774,complete,
LR877892,29780,complete,
LR877893,29774,complete,
LR877894,29778,complete,
LR877895,29776,complete,
LR877896,29777,complete,
LR877897,29780,complete,
LR877898,29779,complete,
LR877899,29777,complete,
LR877900,29776,complete,
LR877901,29780,complete,
LR877902,29778,complete,
LR877903,29781,complete,
LR877904,29781,complete,
LR877905,29779,complete,
LR877906,29779,complete,
LR877907,29776,complete,
LR877908,29780,complete,
LR877909,29781,complete,
LR877910,29773,complete,
LR877911,29783,complete,
LR877912,29781,complete,
LR877913,29782,complete,
LR877914,29781,complete,
LR877915,29783,complete,
LR877916,29775,complete,
LR877917,29781,complete,
LR877918,29783,complete,
LR877919,29783,complete,
LR877920,29783,complete,
LR877921,29779,complete,
LR877922,29782,complete,
LR877923,29782,complete,
LR877924,29783,complete,
LR877925,29782,complete,
LR877926,29782,complete,
LR877927,29783,complete,
LR877928,29782,complete,
LR877929,29781,complete,
LR877930,29781,complete,
LR877931,29780,complete,
LR877932,29783,complete,
LR877933,29779,complete,
LR877934,29779,complete,
LR877935,29778,complete,
LR877936,29782,complete,
LR877937,29780,complete,
LR877938,29783,complete,
LR877939,29780,complete,
LR877940,29782,complete,
LR877941,29781,complete,
LR877942,29781,complete,
LR877943,29782,complete,
LR877944,29782,complete,
LR877945,29778,complete,
LR877946,29783,complete,
LR877947,29784,complete,
LR877948,29783,complete,
LR877949,29783,complete,
LR877950,29779,complete,
LR877951,29782,complete,
LR877952,29780,complete,
LR877953,29781,complete,
LR877954,29779,complete,
LR877955,29777,complete,
LR877956,29781,complete,
LR877957,29782,complete,
LR877958,29782,complete,
LR877959,29779,complete,
LR877960,29781,complete,
LR877961,29780,complete,
LR877962,29782,complete,
LR877963,29781,complete,
LR877964,29782,complete,
LR877965,29782,complete,
LR877966,29781,complete,
LR877967,29777,complete,
LR877968,29780,complete,
LR877969,29781,complete,
LR877970,29784,complete,
LR877971,29782,complete,
LR877972,29778,complete,
LR877973,29776,complete,
LR877974,29775,complete,
LR877975,29779,complete,
LR877976,29778,complete,
LR877977,29777,complete,
LR877978,29779,complete,
LR877979,29783,complete,
LR877980,29528,complete,
LR877981,29782,complete,
LR877982,29779,complete,
LR877983,29762,complete,
LR877984,29779,complete,
LR877985,29780,complete,
LR877986,29782,complete,
LR877987,29779,complete,
LR877988,29779,complete,
LR877989,29772,complete,
LR877990,29784,complete,
LR877991,29777,complete,
LR877992,29777,complete,
LR877993,29769,complete,
LR877994,29781,complete,
LR877995,29779,complete,
LR877996,29777,complete,
LR877997,29781,complete,
LR877998,29777,complete,
LR877999,29778,complete,
LR878000,29779,complete,
LR878001,29780,complete,
LR878002,29779,complete,
LR878003,29779,complete,
LR878004,29777,complete,
LR878005,29776,complete,
LR878006,29778,complete,
LR878007,29343,complete,
LR878008,29777,complete,
LR878009,29777,complete,
LR878010,29780,complete,
LR878011,29778,complete,
LR878012,29776,complete,
LR878013,29776,complete,
LR878014,29777,complete,
LR878015,29775,complete,
LR878016,29408,complete,
LR878017,29774,complete,
LR878018,29777,complete,
LR878019,29779,complete,
LR878020,29778,complete,
LR878021,29778,complete,
LR878022,29775,complete,
LR878023,29779,complete,
LR878024,29776,complete,
LR878025,29778,complete,
LR878026,28645,complete,
LR878027,29778,complete,
LR878028,29779,complete,
LR878029,29778,complete,
LR878030,29784,complete,
LR878031,29780,complete,
LR878032,29785,complete,
LR878033,29779,complete,
LR878034,29778,complete,
LR878035,29778,complete,
LR878036,29773,complete,
LR878037,29778,complete,
LR878038,29784,complete,
LR878039,29785,complete,
LR878040,29783,complete,
LR878041,29783,complete,
LR878042,29785,complete,
LR878043,29784,complete,
LR878044,29784,complete,
LR878045,29784,complete,
LR878046,29784,complete,
LR878047,29785,complete,
LR878048,29781,complete,
LR878049,29783,complete,
LR878050,29782,complete,
LR878051,29750,complete,
LR878052,29783,complete,
LR878053,29782,complete,
LR878054,29596,complete,
LR878055,29498,complete,
LR878056,29782,complete,
LR878057,29783,complete,
LR878058,29783,complete,
LR878059,29779,complete,
LR878060,29780,complete,
LR878061,29783,complete,
LR878062,29766,complete,
LR878063,29781,complete,
LR878064,29783,complete,
LR878065,29781,complete,
LR878066,29779,complete,
LR878067,29783,complete,
LR878068,29783,complete,
LR878069,29744,complete,
LR878070,29784,complete,
LR878071,29783,complete,
LR878072,29782,complete,
LR878073,29774,complete,
LR878074,29768,complete,
LR878075,29768,complete,
LR878076,29768,complete,
LR878077,29772,complete,
LR878078,29767,complete,
LR878079,29770,complete,
LR878080,29773,complete,
LR878081,29769,complete,
LR878082,29771,complete,
LR878083,29771,complete,
LR878084,29769,complete,
LR878085,29769,complete,
LR878086,29770,complete,
LR878087,29771,complete,
LR878088,29766,complete,
LR878089,29769,complete,
LR878090,29770,complete,
LR878091,29771,complete,
LR878092,29771,complete,
LR878093,29769,complete,
LR878094,29770,complete,
LR878095,29771,complete,
LR878096,29768,complete,
LR878097,29771,complete,
LR878098,29767,complete,
LR878099,29771,complete,
LR878100,29770,complete,
LR878101,29773,complete,
LR878102,29768,complete,
LR878103,29773,complete,
LR878104,29772,complete,
LR878105,29768,complete,
LR878106,29768,complete,
LR878107,29771,complete,
LR878108,29771,complete,
LR878109,29771,complete,
LR878110,29768,complete,
LR878111,29770,complete,
LR878112,29773,complete,
LR878113,29771,complete,
LR878114,29768,complete,
LR878115,29771,complete,
LR878116,29771,complete,
LR878117,29769,complete,
LR878118,29769,complete,
LR878119,29772,complete,
LR878120,29769,complete,
LR878121,29771,complete,
LR878122,29768,complete,
LR878123,29771,complete,
LR878124,29772,complete,
LR878125,29768,complete,
LR878126,29772,complete,
LR878127,29766,complete,
LR878128,29772,complete,
LR878129,29489,complete,
LR878130,29772,complete,
LR878131,29572,complete,
LR878132,29772,complete,
LR878133,29774,complete,
LR878134,29772,complete,
LR878135,29772,complete,
LR878136,29774,complete,
LR878137,29774,complete,
LR878138,29766,complete,
LR878139,29772,complete,
LR878140,29772,complete,
LR878141,29771,complete,
LR878142,29772,complete,
LR878143,29773,complete,
LR878144,29773,complete,
LR878145,29767,complete,
LR878146,29771,complete,
LR878147,29773,complete,
LR878148,29773,complete,
LR878149,29769,complete,
LR878150,29770,complete,
LR878151,29773,complete,
LR878152,29772,complete,
LR878153,29768,complete,
LR878154,29293,complete,
LR878155,29770,complete,
LR878156,29769,complete,
LR878157,29769,complete,
LR878158,29772,complete,
LR878159,29739,complete,
LR878160,29490,complete,
LR878161,29774,complete,
LR878162,29773,complete,
LR878163,29772,complete,
LR878164,29771,complete,
LR878165,29775,complete,
LR878166,29775,complete,
LR878167,29771,complete,
LR878168,29780,complete,
LR878169,29775,complete,
LR878170,29777,complete,
LR878171,29768,complete,
LR878172,29778,complete,
LR878173,29769,complete,
LR878174,29779,complete,
LR878175,29769,complete,
LR878176,29783,complete,
LR878177,29774,complete,
LR878178,29775,complete,
LR878179,29778,complete,
LR878180,29782,complete,
LR878181,29781,complete,
LR878182,29774,complete,
LR878183,29779,complete,
LR878184,29769,complete,
LR878185,29773,complete,
LR878186,29772,complete,
LR878187,29771,complete,
LR878188,29779,complete,
LR878189,29781,complete,
LR878190,29778,complete,
LR878191,29781,complete,
LR878192,29782,complete,
LR878193,29782,complete,
LR878194,29783,complete,
LR878195,29777,complete,
LR878196,29782,complete,
LR878197,29783,complete,
LR878198,29780,complete,
LR878199,29783,complete,
LR878200,29779,complete,
LR878201,29784,complete,
LR878202,29779,complete,
LR878203,29780,complete,
LR878204,29782,complete,
LR878205,29781,complete,
LR878206,29781,complete,
LR878207,29780,complete,
LR878208,29783,complete,
LR878209,29777,complete,
LR878210,29783,complete,
LR878211,29783,complete,
LR878212,29782,complete,
LR878213,29781,complete,
LR878214,29782,complete,
LR878215,29773,complete,
LR878216,29772,complete,
LR878217,29772,complete,
LR878218,29773,complete,
LR878219,29439,complete,
LR878220,29782,complete,
LR878221,29781,complete,
LR878222,29761,complete,
LR878223,29769,complete,
LR878224,29782,complete,
